Id,Count,Named,Original
virtual-disk,3,unamed,virtual-disk
zstandard,3,unamed,zstandard
nvml,3,unamed,nvml
glad,3,unamed,glad
cmake-gui,3,unamed,cmake-gui
dev-c++,3,C Developers,C Developers
sapi,3,unamed,sapi
dvd,3,unamed,dvd
smartscreen,3,unamed,smartscreen
static-memory-allocation,3,unamed,static-memory-allocation
resource-management,3,unamed,resource-management
pass-by-const-reference,3,unamed,pass-by-const-reference
temporary-objects,3,unamed,temporary-objects
decltype-auto,3,unamed,decltype-auto
parameter-pack,3,unamed,parameter-pack
pi,3,unamed,pi
streambuf,3,unamed,streambuf
static-cast,3,unamed,static-cast
flatbuffers,3,unamed,flatbuffers
capnproto,3,unamed,capnproto
stdlaunder,3,unamed,stdlaunder
static-members,3,unamed,static-members
meson-build,3,unamed,meson-build
memory-pool,3,unamed,memory-pool
non-type-template-parameter,3,unamed,non-type-template-parameter
tdlib,3,unamed,tdlib
uniform-initialization,3,unamed,uniform-initialization
folly,3,unamed,folly
program-counter,3,unamed,program-counter
abstract-machine,3,unamed,abstract-machine
ctor-initializer,3,unamed,ctor-initializer
qpainter,3,unamed,qpainter
multibyte-characters,3,unamed,multibyte-characters
ptrdiff-t,3,unamed,ptrdiff-t
unresolved-external,3,unamed,unresolved-external
shader-storage-buffer,3,unamed,shader-storage-buffer
relaxed-atomics,3,unamed,relaxed-atomics
visual-c++-2019,3,C Developers,C Developers
initialization-list,3,Python & R Developers,Python & R Developers
default-initialization,3,unamed,default-initialization
libcrypto,3,unamed,libcrypto
libmosquitto,3,unamed,libmosquitto
pahocpp,3,unamed,pahocpp
value-initialization,3,unamed,value-initialization
reverse-iterator,3,unamed,reverse-iterator
luabridge,3,unamed,luabridge
microsoft.codeanalysis,3,unamed,microsoft.codeanalysis
sal,3,unamed,sal
thread-sleep,3,unamed,thread-sleep
fma,3,unamed,fma
mod,3,unamed,mod
exp,3,unamed,exp
typeid,3,unamed,typeid
keyboard-hook,3,unamed,keyboard-hook
tmp,3,unamed,tmp
negative-number,3,unamed,negative-number
vlc-qt,3,unamed,vlc-qt
constexpr-function,3,C Developers,C Developers
system-error,3,unamed,system-error
access-specifier,3,unamed,access-specifier
windows-store-apps,3,unamed,windows-store-apps
windows-store,3,unamed,windows-store
rinside,3,unamed,rinside
cg,3,unamed,cg
qmenu,3,unamed,qmenu
qtooltip,3,unamed,qtooltip
dividebyzeroexception,3,unamed,dividebyzeroexception
microsoft-cpp-unit-test,3,unamed,microsoft-cpp-unit-test
jtag,3,unamed,jtag
memory-efficient,3,unamed,memory-efficient
bulletphysics,3,unamed,bulletphysics
braces,3,unamed,braces
gcc-extensions,3,C Developers,C Developers
context-switch,3,unamed,context-switch
manipulators,3,unamed,manipulators
opengl-compat,3,unamed,opengl-compat
member-access,3,unamed,member-access
erase-remove-idiom,3,unamed,erase-remove-idiom
exception-safety,3,unamed,exception-safety
opengl-4,3,unamed,opengl-4
partition,3,unamed,partition
visual-studio-2008,3,unamed,visual-studio-2008
likely-unlikely,3,unamed,likely-unlikely
default-template-argument,3,unamed,default-template-argument
object-layout,3,unamed,object-layout
factory-pattern,3,unamed,factory-pattern
keyboard-input,3,unamed,keyboard-input
windows-98,3,unamed,windows-98
acronym,3,unamed,acronym
utility,3,unamed,utility
timespec,3,unamed,timespec
windows-kernel,3,unamed,windows-kernel
deviceiocontrol,3,unamed,deviceiocontrol
tlb,3,unamed,tlb
bottom-up,3,unamed,bottom-up
preorder,3,unamed,preorder
postorder,3,unamed,postorder
epoll,3,unamed,epoll
binutils,3,unamed,binutils
stat,3,unamed,stat
typecasting-operator,3,unamed,typecasting-operator
uint8t,3,unamed,uint8t
iso,3,unamed,iso
ioctl,3,unamed,ioctl
uint16,3,unamed,uint16
pow,3,unamed,pow
scip,3,unamed,scip
datastax,3,unamed,datastax
stm32f0,3,unamed,stm32f0
stm32cubeide,3,unamed,stm32cubeide
notepad,3,unamed,notepad
rust-bindgen,3,unamed,rust-bindgen
bitflags,3,unamed,bitflags
granularity,3,unamed,granularity
backtrace,3,unamed,backtrace
microprocessors,3,unamed,microprocessors
c17,3,unamed,c17
bins,3,unamed,bins
gtk2,3,unamed,gtk2
gtktreeview,3,unamed,gtktreeview
waitpid,3,unamed,waitpid
argc,3,unamed,argc
pthread-join,3,Database Developers,Database Developers
got,3,unamed,got
diagnostics,3,unamed,diagnostics
r-recipes,3,unamed,r-recipes
miktex,3,unamed,miktex
ggridges,3,unamed,ggridges
multidplyr,3,Python & R Developers,Python & R Developers
ggproto,3,unamed,ggproto
grob,3,unamed,grob
nanodbc,3,unamed,nanodbc
lm,3,unamed,lm
r-faq,3,unamed,r-faq
stringi,3,unamed,stringi
tmap,3,unamed,tmap
package-development,3,unamed,package-development
telemetry,3,unamed,telemetry
workspace,3,unamed,workspace
armadillo,3,unamed,armadillo
rcpparmadillo,3,unamed,rcpparmadillo
tidyselect,3,Database Developers,Database Developers
shinybs,3,Python & R Developers,Python & R Developers
rpart,3,unamed,rpart
viridis,3,unamed,viridis
irr,3,unamed,irr
rawstring,3,unamed,rawstring
geom-col,3,unamed,geom-col
rgeo-shapefile,3,unamed,rgeo-shapefile
rmysql,3,Database Developers,Database Developers
tidytext,3,unamed,tidytext
attribution,3,unamed,attribution
cowplot,3,Python & R Developers,Python & R Developers
tweedie,3,unamed,tweedie
revoscaler,3,unamed,revoscaler
checkboxlist,3,Python & R Developers,Python & R Developers
r-factor,3,unamed,r-factor
delimiter-separated-values,3,unamed,delimiter-separated-values
googlesheets4,3,unamed,googlesheets4
r-exams,3,unamed,r-exams
multicollinearity,3,unamed,multicollinearity
spatstat,3,unamed,spatstat
geopackage,3,unamed,geopackage
density-plot,3,Python & R Developers,Python & R Developers
ridgeline-plot,3,Python & R Developers,Python & R Developers
missing-symbols,3,unamed,missing-symbols
nearest-neighbor,3,unamed,nearest-neighbor
neighbours,3,unamed,neighbours
robust,3,unamed,robust
pearson-correlation,3,unamed,pearson-correlation
significance,3,unamed,significance
rnotebook,3,unamed,rnotebook
convex-polygon,3,unamed,convex-polygon
writexl,3,unamed,writexl
user-management,3,unamed,user-management
sunburst-diagram,3,unamed,sunburst-diagram
spatial-query,3,unamed,spatial-query
combn,3,unamed,combn
dtplyr,3,unamed,dtplyr
formattable,3,unamed,formattable
shift,3,unamed,shift
geom-tile,3,unamed,geom-tile
unixodbc,3,C Developers,C Developers
crosstab,3,unamed,crosstab
geom,3,unamed,geom
ggally,3,unamed,ggally
ggpairs,3,unamed,ggpairs
vector-auto-regression,3,unamed,vector-auto-regression
tufte,3,unamed,tufte
renv,3,unamed,renv
tidygraph,3,unamed,tidygraph
r-mapview,3,unamed,r-mapview
r-glue,3,unamed,r-glue
norm,3,unamed,norm
rsqlite,3,Database Developers,Database Developers
color-blindness,3,unamed,color-blindness
rowwise,3,unamed,rowwise
lintr,3,unamed,lintr
pdftools,3,unamed,pdftools
mlr,3,unamed,mlr
texreg,3,unamed,texreg
extrapolation,3,unamed,extrapolation
htmlwidgets,3,FrontEnd Developers,FrontEnd Developers
lookbehind,3,unamed,lookbehind
junction,3,unamed,junction
text-processing,3,unamed,text-processing
build-pipeline,3,Python & R Developers,Python & R Developers
sanitize,3,unamed,sanitize
ng-style,3,unamed,ng-style
router-outlet,3,unamed,router-outlet
core-media,3,unamed,core-media
peripherals,3,unamed,peripherals
mamp-pro,3,unamed,mamp-pro
m4v,3,unamed,m4v
fileprovider,3,unamed,fileprovider
fileprovider-extension,3,unamed,fileprovider-extension
swiftui-outlinegroup,3,Apple Developers,Apple Developers
dyld-insert-libraries,3,unamed,dyld-insert-libraries
nstabview,3,unamed,nstabview
exfat,3,unamed,exfat
automator,3,unamed,automator
xampp-vm,3,unamed,xampp-vm
core-video,3,unamed,core-video
docker-swarm-mode,3,unamed,docker-swarm-mode
pytest-markers,3,unamed,pytest-markers
orb,3,unamed,orb
keypoint,3,unamed,keypoint
django-bootstrap4,3,FrontEnd Developers,FrontEnd Developers
jupyter-console,3,unamed,jupyter-console
rsyslog,3,unamed,rsyslog
ansible-2.x,3,unamed,ansible-2.x
ldap3,3,unamed,ldap3
supervised-learning,3,Version Control,Version Control
graphql-mutation,3,unamed,graphql-mutation
twitch-api,3,unamed,twitch-api
numerical-stability,3,unamed,numerical-stability
ssim,3,unamed,ssim
rolling-sum,3,unamed,rolling-sum
empty-list,3,Python & R Developers,Python & R Developers
mercury,3,unamed,mercury
ui-thread,3,unamed,ui-thread
background-thread,3,unamed,background-thread
icomoon,3,unamed,icomoon
react-native-native-module,3,unamed,react-native-native-module
multi-device-hybrid-apps,3,unamed,multi-device-hybrid-apps
svgpanzoom,3,unamed,svgpanzoom
feathers-authentication,3,unamed,feathers-authentication
beta-testing,3,unamed,beta-testing
react-native-onesignal,3,unamed,react-native-onesignal
devserver,3,unamed,devserver
react-native-component,3,unamed,react-native-component
typescript-definitions,3,FrontEnd Developers,FrontEnd Developers
vitejs,3,FrontEnd Developers,FrontEnd Developers
class-transformer,3,unamed,class-transformer
nested-generics,3,unamed,nested-generics
open-generics,3,unamed,open-generics
derived-types,3,unamed,derived-types
factory-method,3,unamed,factory-method
typescript-types,3,FrontEnd Developers,FrontEnd Developers
fp-ts,3,unamed,fp-ts
angular-slickgrid,3,FrontEnd Developers,FrontEnd Developers
setimmediate,3,unamed,setimmediate
vue-property-decorator,3,unamed,vue-property-decorator
immutability-helper,3,unamed,immutability-helper
orthographic,3,unamed,orthographic
bootstrapping,3,FrontEnd Developers,FrontEnd Developers
i386,3,unamed,i386
mbr,3,unamed,mbr
gtksourceview,3,unamed,gtksourceview
video-memory,3,unamed,video-memory
nibble,3,unamed,nibble
fixed,3,unamed,fixed
multifile-uploader,3,unamed,multifile-uploader
css-float,3,FrontEnd Developers,FrontEnd Developers
alt,3,unamed,alt
http-status-code-503,3,unamed,http-status-code-503
srcset,3,unamed,srcset
ion,3,unamed,ion
css-calc,3,FrontEnd Developers,FrontEnd Developers
css-tables,3,FrontEnd Developers,FrontEnd Developers
dom-manipulation,3,unamed,dom-manipulation
jquery-append,3,FrontEnd Developers,FrontEnd Developers
svg-animate,3,unamed,svg-animate
src,3,unamed,src
mousehover,3,unamed,mousehover
twitter-bootstrap-3,3,FrontEnd Developers,FrontEnd Developers
meta-tags,3,unamed,meta-tags
ioslides,3,Apple Developers,Apple Developers
logitech,3,Version Control,Version Control
mxmaster3,3,unamed,mxmaster3
overwrite,3,unamed,overwrite
vertical-alignment,3,unamed,vertical-alignment
table-footer,3,unamed,table-footer
ls,3,unamed,ls
grub,3,unamed,grub
sigaction,3,unamed,sigaction
dynamic-loading,3,unamed,dynamic-loading
rayon,3,unamed,rayon
amethyst,3,unamed,amethyst
elementary,3,unamed,elementary
zeitgeist,3,unamed,zeitgeist
gentoo,3,unamed,gentoo
nextflow,3,unamed,nextflow
using-statement,3,unamed,using-statement
failed-to-connect,3,unamed,failed-to-connect
ulimit,3,unamed,ulimit
norton,3,unamed,norton
vim-powerline,3,unamed,vim-powerline
quadtree,3,unamed,quadtree
space-partitioning,3,unamed,space-partitioning
external-process,3,unamed,external-process
structural-typing,3,C Developers,C Developers
compound-type,3,unamed,compound-type
haskell-req,3,unamed,haskell-req
userform,3,unamed,userform
worksheet-function,3,C Developers,C Developers
office-scripts,3,unamed,office-scripts
excel-2016,3,unamed,excel-2016
service-node-port-range,3,unamed,service-node-port-range
kind,3,unamed,kind
docker-ce,3,unamed,docker-ce
loopback,3,unamed,loopback
ddev,3,unamed,ddev
s2i,3,unamed,s2i
auto-update,3,unamed,auto-update
adminer,3,unamed,adminer
docker-maven-plugin,3,Android & Java Developers,Android & Java Developers
logstash-configuration,3,unamed,logstash-configuration
dockerignore,3,unamed,dockerignore
coreos,3,unamed,coreos
notary,3,unamed,notary
tuf,3,unamed,tuf
process-group,3,unamed,process-group
alpine-package-keeper,3,unamed,alpine-package-keeper
readwritelock,3,unamed,readwritelock
azure-web-app-for-containers,3,unamed,azure-web-app-for-containers
recreate,3,unamed,recreate
spring-boot-gradle-plugin,3,Android & Java Developers,Android & Java Developers
spring-messaging,3,Android & Java Developers,Android & Java Developers
mybatis,3,unamed,mybatis
spring-mybatis,3,Android & Java Developers,Android & Java Developers
aws-app-config,3,unamed,aws-app-config
pivotal-web-services,3,unamed,pivotal-web-services
webtestclient,3,unamed,webtestclient
hawtio,3,unamed,hawtio
mlmd,3,unamed,mlmd
tf-hub,3,unamed,tf-hub
custom-training,3,unamed,custom-training
federated-learning,3,unamed,federated-learning
multi-gpu,3,unamed,multi-gpu
amd-rocm,3,unamed,amd-rocm
coremltools,3,unamed,coremltools
unsafe-pointers,3,C Developers,C Developers
lazyvgrid,3,unamed,lazyvgrid
nsview,3,unamed,nsview
cvpixelbuffer,3,unamed,cvpixelbuffer
stroke,3,unamed,stroke
fluentsqlite,3,Database Developers,Database Developers
paintcode,3,unamed,paintcode
region,3,unamed,region
rapidapi,3,unamed,rapidapi
nsuseractivity,3,unamed,nsuseractivity
nsattributedstring,3,unamed,nsattributedstring
haptic-feedback,3,unamed,haptic-feedback
countdowntimer,3,unamed,countdowntimer
uialertaction,3,unamed,uialertaction
widgetcenter,3,unamed,widgetcenter
cgimage,3,unamed,cgimage
core-animation,3,unamed,core-animation
ios-vision,3,Apple Developers,Apple Developers
vndocumentcameraviewcontroller,3,unamed,vndocumentcameraviewcontroller
notificationcenter,3,unamed,notificationcenter
nsviewrepresentable,3,unamed,nsviewrepresentable
safearealayoutguide,3,unamed,safearealayoutguide
navigationbaritems,3,unamed,navigationbaritems
usernotifications,3,unamed,usernotifications
mysql-error-2002,3,Database Developers,Database Developers
ruby-build,3,Ruby Developers,Ruby Developers
caddy,3,unamed,caddy
rust-actix,3,unamed,rust-actix
actix-web,3,unamed,actix-web
interior-mutability,3,unamed,interior-mutability
bevy,3,unamed,bevy
hygiene,3,unamed,hygiene
rust-proc-macros,3,unamed,rust-proc-macros
nearprotocol,3,unamed,nearprotocol
serde-json,3,FrontEnd Developers,FrontEnd Developers
rust-warp,3,unamed,rust-warp
rust-result,3,unamed,rust-result
peek,3,unamed,peek
lazy-static,3,unamed,lazy-static
stack-unwinding,3,unamed,stack-unwinding
sqlx,3,Database Developers,Database Developers
run-time-polymorphism,3,unamed,run-time-polymorphism
timing,3,unamed,timing
class-members,3,unamed,class-members
keyword-argument,3,unamed,keyword-argument
html-lists,3,FrontEnd Developers,FrontEnd Developers
playlist,3,Python & R Developers,Python & R Developers
inline-formset,3,unamed,inline-formset
schema.yml,3,unamed,schema.yml
jsonfield,3,FrontEnd Developers,FrontEnd Developers
django-filter,3,Python & R Developers,Python & R Developers
catch-unit-test,3,unamed,catch-unit-test
google-apps-script-editor,3,unamed,google-apps-script-editor
pry,3,unamed,pry
unicode-string,3,unamed,unicode-string
unicode-literals,3,unamed,unicode-literals
fso,3,unamed,fso
fenwick-tree,3,unamed,fenwick-tree
range-query,3,unamed,range-query
cubic-bezier,3,unamed,cubic-bezier
packing,3,unamed,packing
analytical,3,unamed,analytical
full-outer-join,3,Database Developers,Database Developers
a-star,3,unamed,a-star
playing-cards,3,unamed,playing-cards
sequence-alignment,3,unamed,sequence-alignment
echo,3,unamed,echo
wmic,3,unamed,wmic
last-modified,3,unamed,last-modified
vision,3,unamed,vision
gpt,3,unamed,gpt
perplexity,3,unamed,perplexity
regularized,3,unamed,regularized
face-alignment,3,unamed,face-alignment
facial-landmark-alignment,3,unamed,facial-landmark-alignment
coronasdk,3,unamed,coronasdk
elixir-mix,3,unamed,elixir-mix
signtool,3,unamed,signtool
toolbox,3,unamed,toolbox
reporting-services,3,unamed,reporting-services
ssrs-tablix,3,unamed,ssrs-tablix
code-metrics,3,unamed,code-metrics
assemblies,3,unamed,assemblies
flask-socketio,3,unamed,flask-socketio
cuckoo,3,unamed,cuckoo
interface-implementation,3,unamed,interface-implementation
protocolexception,3,unamed,protocolexception
assembly-binding-redirect,3,C Developers,C Developers
assemblybinding,3,C Developers,C Developers
azure-elastic-sharding,3,unamed,azure-elastic-sharding
.net-2.0,3,unamed,.net-2.0
httplistener,3,Python & R Developers,Python & R Developers
netsuite,3,unamed,netsuite
entity-framework-core-5,3,unamed,entity-framework-core-5
zkteco,3,unamed,zkteco
side-by-side,3,unamed,side-by-side
matblazor,3,unamed,matblazor
appinsights,3,unamed,appinsights
scintillanet,3,unamed,scintillanet
defensive-programming,3,unamed,defensive-programming
init-only,3,unamed,init-only
designtime-attributes,3,unamed,designtime-attributes
iasyncdisposable,3,unamed,iasyncdisposable
wia,3,unamed,wia
attributerouting,3,unamed,attributerouting
cron-task,3,unamed,cron-task
fody,3,unamed,fody
.net-attributes,3,unamed,.net-attributes
udpclient,3,unamed,udpclient
bitcoinlib,3,unamed,bitcoinlib
mtom,3,unamed,mtom
sustainsys-saml2,3,unamed,sustainsys-saml2
access-violation,3,unamed,access-violation
tcplistener,3,Python & R Developers,Python & R Developers
signalr-2,3,unamed,signalr-2
dapper-contrib,3,unamed,dapper-contrib
dynamic-linq-core,3,unamed,dynamic-linq-core
parameter-splatting,3,unamed,parameter-splatting
asp.net-authentication,3,unamed,asp.net-authentication
audit.net,3,unamed,audit.net
dropbox-api,3,unamed,dropbox-api
dropbox-sdk,3,unamed,dropbox-sdk
tpl-dataflow,3,unamed,tpl-dataflow
predicatebuilder,3,unamed,predicatebuilder
akka.net,3,unamed,akka.net
imanage,3,unamed,imanage
modbus,3,unamed,modbus
serial-communication,3,unamed,serial-communication
hl7,3,unamed,hl7
hl7-dotnetcore,3,unamed,hl7-dotnetcore
azure-servicebus-queues,3,unamed,azure-servicebus-queues
xamarin.forms.shell,3,Version Control,Version Control
xml-comments,3,unamed,xml-comments
single-instance,3,unamed,single-instance
xelement,3,unamed,xelement
entity-framework-core-3.0,3,unamed,entity-framework-core-3.0
ildasm,3,unamed,ildasm
asp.net-core-configuration,3,unamed,asp.net-core-configuration
texture2d,3,unamed,texture2d
mediacapture,3,unamed,mediacapture
checkedlistbox,3,Python & R Developers,Python & R Developers
distributed-caching,3,unamed,distributed-caching
ef-core-2.1,3,unamed,ef-core-2.1
custom-attributes,3,unamed,custom-attributes
asp.net-dynamic-data,3,unamed,asp.net-dynamic-data
ravendb4,3,unamed,ravendb4
bitwise-or,3,unamed,bitwise-or
samsung-health,3,unamed,samsung-health
windows-10-universal,3,unamed,windows-10-universal
desktop-bridge,3,unamed,desktop-bridge
point-in-polygon,3,unamed,point-in-polygon
triangle.net,3,unamed,triangle.net
model-binding,3,unamed,model-binding
custom-model-binder,3,unamed,custom-model-binder
schema.org,3,unamed,schema.org
smtpclient,3,unamed,smtpclient
c#-6.0,3,unamed,c#-6.0
service-fabric-stateless,3,unamed,service-fabric-stateless
httpclienthandler,3,unamed,httpclienthandler
asp.net-webpages,3,unamed,asp.net-webpages
asp.net-mvc-3,3,unamed,asp.net-mvc-3
fluxor,3,unamed,fluxor
dynamicmethod,3,unamed,dynamicmethod
text-extraction,3,unamed,text-extraction
request-pipeline,3,Python & R Developers,Python & R Developers
asp.net-core-2.0,3,unamed,asp.net-core-2.0
openxml-sdk,3,unamed,openxml-sdk
.net-4.6.1,3,unamed,.net-4.6.1
protobuf-3,3,unamed,protobuf-3
forgot-password,3,unamed,forgot-password
smo,3,unamed,smo
office-interop,3,unamed,office-interop
commandbar,3,unamed,commandbar
google-source-repositories,3,unamed,google-source-repositories
recaptcha-v3,3,unamed,recaptcha-v3
vue-native,3,unamed,vue-native
highlightjs,3,FrontEnd Developers,FrontEnd Developers
v-select,3,Database Developers,Database Developers
nuxt-link,3,unamed,nuxt-link
custom-data-attribute,3,unamed,custom-data-attribute
airbrake,3,unamed,airbrake
persian-calendar,3,unamed,persian-calendar
intellij-datagrip,3,Android & Java Developers,Android & Java Developers
chaincode,3,unamed,chaincode
git-workflow,3,Version Control,Version Control
octokit-js,3,FrontEnd Developers,FrontEnd Developers
user-profile,3,unamed,user-profile
tekton,3,unamed,tekton
.net-core-publishsinglefile,3,unamed,.net-core-publishsinglefile
entity,3,unamed,entity
modelio,3,unamed,modelio
carp,3,unamed,carp
app-bundle,3,unamed,app-bundle
acme.sh,3,unamed,acme.sh
oracle-cloud-infrastructure,3,C Developers,C Developers
apache-spark-standalone,3,unamed,apache-spark-standalone
xcb,3,unamed,xcb
root-framework,3,unamed,root-framework
reveal.js,3,FrontEnd Developers,FrontEnd Developers
rise,3,unamed,rise
as-pattern,3,unamed,as-pattern
finger-tree,3,unamed,finger-tree
unsafe-perform-io,3,unamed,unsafe-perform-io
amortized-analysis,3,unamed,amortized-analysis
quantified-constraints,3,unamed,quantified-constraints
free-monad,3,unamed,free-monad
data-kinds,3,unamed,data-kinds
profunctor,3,unamed,profunctor
lenses,3,unamed,lenses
implicit-parameters,3,unamed,implicit-parameters
ihp,3,unamed,ihp
reify,3,unamed,reify
guard-clause,3,unamed,guard-clause
eta,3,unamed,eta
functional-logic-progr,3,C Developers,C Developers
reflex,3,unamed,reflex
lambda-calculus,3,unamed,lambda-calculus
quickcheck,3,unamed,quickcheck
hpack,3,unamed,hpack
parsec,3,unamed,parsec
defmacro,3,unamed,defmacro
aeson,3,unamed,aeson
kleisli,3,unamed,kleisli
blaze-html,3,FrontEnd Developers,FrontEnd Developers
internal-representation,3,unamed,internal-representation
clash,3,unamed,clash
for-comprehension,3,unamed,for-comprehension
cri-o,3,unamed,cri-o
clojure.spec,3,unamed,clojure.spec
vim-registers,3,unamed,vim-registers
smallrye,3,unamed,smallrye
zfs,3,unamed,zfs
erc20,3,unamed,erc20
libra,3,unamed,libra
pgx,3,unamed,pgx
unmarshalling,3,unamed,unmarshalling
relevance,3,unamed,relevance
preflight,3,unamed,preflight
aws-cloudwatch-log-insights,3,unamed,aws-cloudwatch-log-insights
terragrunt,3,unamed,terragrunt
cap-theorem,3,unamed,cap-theorem
federated-identity,3,unamed,federated-identity
terraform-template-file,3,unamed,terraform-template-file
amazon-api-gateway,3,unamed,amazon-api-gateway
aws-http-api,3,unamed,aws-http-api
price,3,unamed,price
aws-alb,3,unamed,aws-alb
blue-green-deployment,3,unamed,blue-green-deployment
aws-elemental,3,unamed,aws-elemental
serverless-architecture,3,unamed,serverless-architecture
amazon-timestream,3,unamed,amazon-timestream
host,3,unamed,host
solace,3,unamed,solace
go-echo,3,unamed,go-echo
amazon-cloudtrail,3,unamed,amazon-cloudtrail
amazon-dynamodb-data-modeling,3,unamed,amazon-dynamodb-data-modeling
ssg,3,unamed,ssg
gridsome,3,unamed,gridsome
aurora,3,unamed,aurora
ecto,3,unamed,ecto
database-replication,3,Database Developers,Database Developers
php-pgsql,3,FrontEnd Developers,FrontEnd Developers
logical-replication,3,unamed,logical-replication
oid,3,unamed,oid
go-pg,3,unamed,go-pg
data-import,3,unamed,data-import
webmin,3,unamed,webmin
glide-golang,3,unamed,glide-golang
pg-notify,3,unamed,pg-notify
hypertable,3,unamed,hypertable
express-generator,3,FrontEnd Developers,FrontEnd Developers
sql-execution-plan,3,Database Developers,Database Developers
mysql.data,3,Database Developers,Database Developers
reporting,3,unamed,reporting
revenue,3,unamed,revenue
hangfire-sql,3,Database Developers,Database Developers
dovecot,3,unamed,dovecot
hikvision,3,unamed,hikvision
static-site-generation,3,unamed,static-site-generation
observablecollection,3,FrontEnd Developers,FrontEnd Developers
godaddy-api,3,unamed,godaddy-api
include-path,3,unamed,include-path
netstat,3,unamed,netstat
calico,3,unamed,calico
kubernetes-1.16,3,unamed,kubernetes-1.16
startup-probe,3,unamed,startup-probe
prometheus-blackbox-exporter,3,unamed,prometheus-blackbox-exporter
k8s-cronjobber,3,unamed,k8s-cronjobber
istio-kiali,3,unamed,istio-kiali
istio-prometheus,3,unamed,istio-prometheus
kube-apiserver,3,unamed,kube-apiserver
project-calico,3,unamed,project-calico
kubespray,3,unamed,kubespray
kubernetes-networkpolicy,3,unamed,kubernetes-networkpolicy
mqtt-vernemq,3,unamed,mqtt-vernemq
terraform-provider-kubernetes,3,unamed,terraform-provider-kubernetes
gitops,3,Version Control,Version Control
sidecar,3,unamed,sidecar
csr,3,unamed,csr
pascal,3,unamed,pascal
http-status-code-304,3,unamed,http-status-code-304
http-status-code-200,3,unamed,http-status-code-200
oledbconnection,3,unamed,oledbconnection
passport-jwt,3,unamed,passport-jwt
openweathermap,3,unamed,openweathermap
facebook-ads,3,unamed,facebook-ads
ruby-3,3,Ruby Developers,Ruby Developers
has-many,3,unamed,has-many
after-save,3,unamed,after-save
mailcatcher,3,unamed,mailcatcher
hix-on-rails,3,unamed,hix-on-rails
prawn,3,unamed,prawn
model-associations,3,unamed,model-associations
activeadmin,3,unamed,activeadmin
formtastic,3,unamed,formtastic
mongoid,3,unamed,mongoid
macos-sierra,3,Apple Developers,Apple Developers
pundit,3,unamed,pundit
polymorphic-associations,3,unamed,polymorphic-associations
arel,3,unamed,arel
active-model-serializers,3,unamed,active-model-serializers
form-with,3,unamed,form-with
arbitrary-precision,3,unamed,arbitrary-precision
mojolicious-lite,3,unamed,mojolicious-lite
perl-module,3,unamed,perl-module
metacpan,3,unamed,metacpan
google-persistent-disk,3,unamed,google-persistent-disk
bazel-rules-nodejs,3,FrontEnd Developers,FrontEnd Developers
spring-form,3,Android & Java Developers,Android & Java Developers
spring-mvc-initbinders,3,Android & Java Developers,Android & Java Developers
logback-classic,3,unamed,logback-classic
spring-camel,3,Android & Java Developers,Android & Java Developers
createml,3,unamed,createml
mutation-testing,3,unamed,mutation-testing
azure-webjobs,3,unamed,azure-webjobs
c#-to-f#,3,unamed,c#-to-f#
quartz.net,3,unamed,quartz.net
dynamics-business-central,3,unamed,dynamics-business-central
alm,3,unamed,alm
hp-alm,3,unamed,hp-alm
gdrive,3,unamed,gdrive
power-bi-report-server,3,unamed,power-bi-report-server
surf,3,unamed,surf
opencv-features2d,3,unamed,opencv-features2d
distortion,3,unamed,distortion
hangouts-api,3,unamed,hangouts-api
google-drive-shared-drive,3,unamed,google-drive-shared-drive
google-compute-api,3,unamed,google-compute-api
google-home,3,unamed,google-home
prisma-binding,3,unamed,prisma-binding
apollo-boost,3,unamed,apollo-boost
ef-database-first,3,Database Developers,Database Developers
javascript-intellisense,3,Android & Java Developers,Android & Java Developers
.net-standard-2.1,3,unamed,.net-standard-2.1
dhall,3,unamed,dhall
chisel,3,unamed,chisel
hlist,3,Python & R Developers,Python & R Developers
clisp,3,unamed,clisp
eulers-number,3,unamed,eulers-number
nothing,3,unamed,nothing
google-data-catalog,3,unamed,google-data-catalog
gae-eclipse-plugin,3,Android & Java Developers,Android & Java Developers
google-cloud-automl,3,unamed,google-cloud-automl
openldap,3,unamed,openldap
cloud-sql-proxy,3,Database Developers,Database Developers
private-network,3,unamed,private-network
mongodb-replica-set,3,unamed,mongodb-replica-set
mongodb-kafka-connector,3,unamed,mongodb-kafka-connector
uid,3,unamed,uid
suave,3,unamed,suave
draw.io,3,unamed,draw.io
libunwind,3,unamed,libunwind
companion-object,3,unamed,companion-object
custom-receiver,3,unamed,custom-receiver
differentialequations.jl,3,unamed,differentialequations.jl
split-apply-combine,3,unamed,split-apply-combine
activesupport,3,unamed,activesupport
ruby-2.3,3,Ruby Developers,Ruby Developers
yardoc,3,unamed,yardoc
watir,3,unamed,watir
take,3,unamed,take
otool,3,unamed,otool
godoc,3,unamed,godoc
jedis,3,unamed,jedis
signalr-backplane,3,unamed,signalr-backplane
go1.14,3,unamed,go1.14
go-testing,3,unamed,go-testing
go-cobra,3,unamed,go-cobra
uber-zap,3,unamed,uber-zap
gopacket,3,unamed,gopacket
vendor,3,unamed,vendor
govendor,3,unamed,govendor
build-time,3,unamed,build-time
seccomp,3,unamed,seccomp
protobuf-go,3,unamed,protobuf-go
google-tasks-api,3,unamed,google-tasks-api
google-tasks,3,unamed,google-tasks
